agency_name,responsibility_center_name,fiscal_year,total_budget
DEPARTMENT OF TRANSPORTATION,BRIDGE EXECUTIVE MGMT + ADMIN,2019,13752933
DEPARTMENT OF TRANSPORTATION,BRIDGE INSPECTIONS + RESEARCH,2019,5980321
DEPARTMENT OF TRANSPORTATION,BRIDGE MAINTENANCE ENGINEERING,2019,35756393
DEPARTMENT OF TRANSPORTATION,BRIDGE REPAIRS/FLAGS,2019,34559395
DEPARTMENT OF TRANSPORTATION,BRIDGE + TUNNEL OPERATIONS,2019,5369045
DEPARTMENT OF TRANSPORTATION,BRONX MAINTENANCE ENGINEER,2019,14988845
DEPARTMENT OF TRANSPORTATION,BROOKLYN MAINTENANCE ENGINEER,2019,22140740
DEPARTMENT OF TRANSPORTATION,CAPITAL PLANNING,2019,4828362
DEPARTMENT OF TRANSPORTATION,CONSTRUCTION COORDINATION,2019,4886
DEPARTMENT OF TRANSPORTATION,CONVERSION NAME,2019,2685198
DEPARTMENT OF TRANSPORTATION,DEPUTY COMMISSIONER ADMIN,2019,15441355
DEPARTMENT OF TRANSPORTATION,EAST RIVER/MOVABLE BRIDGE ENGINEERING,2019,5358687
DEPARTMENT OF TRANSPORTATION,EEO + LABOR RELATIONS,2019,1459211
DEPARTMENT OF TRANSPORTATION,ENGINEERING PRE-AUDITS,2019,2534724
DEPARTMENT OF TRANSPORTATION,ENGINEERING SERVICES-TRANSIT,2019,1998132
DEPARTMENT OF TRANSPORTATION,"EXECUTIVE MANAGEMENT, HIGHWAYS",2019,101714038
DEPARTMENT OF TRANSPORTATION,"EXECUTIVE MANAGEMENT, TRAFFIC",2019,33179222
DEPARTMENT OF TRANSPORTATION,FERRY MAINTENANCE + REPAIR,2019,21720681
DEPARTMENT OF TRANSPORTATION,FINANCIAL MANAGEMENT,2019,5145571
DEPARTMENT OF TRANSPORTATION,HIGHWAY DESIGN,2019,40752134
DEPARTMENT OF TRANSPORTATION,HWY INSP + QUALITY ASSURANCE,2019,13826589
DEPARTMENT OF TRANSPORTATION,LEGAL AFFAIRS,2019,8703534
DEPARTMENT OF TRANSPORTATION,MAINT ENGRG + OPERATIONS MGMT,2019,36939243
DEPARTMENT OF TRANSPORTATION,MANHATTAN MAINTENANCE,2019,10006714
DEPARTMENT OF TRANSPORTATION,MUNICIPAL FERRY SERVICE,2019,81193584
DEPARTMENT OF TRANSPORTATION,OFFICE OF THE COMMISSIONER,2019,17687273
DEPARTMENT OF TRANSPORTATION,OPER SUPPT/FACILITIES/COMMUNIC,2019,47220258
DEPARTMENT OF TRANSPORTATION,PARKING,2019,49293558
DEPARTMENT OF TRANSPORTATION,PERSONNEL + PAYROLL,2019,4818703
DEPARTMENT OF TRANSPORTATION,PLANNING AND RESEARCH,2019,14971070
DEPARTMENT OF TRANSPORTATION,QUEENS MAINTENANCE ENGINEER,2019,30472882
DEPARTMENT OF TRANSPORTATION,RICHMOND MAINTENANCE ENGINEER,2019,7961426
DEPARTMENT OF TRANSPORTATION,ROADWAY BRIDGE ENGINEERING,2019,6129794
DEPARTMENT OF TRANSPORTATION,ROADWAY DESIGN,2019,3509043
DEPARTMENT OF TRANSPORTATION,ROADWAY ENGINEERING CONSTR,2019,3507341
DEPARTMENT OF TRANSPORTATION,SAFETY ENGINEERING,2019,4146181
DEPARTMENT OF TRANSPORTATION,SURFACE TRANSIT OPERATIONS,2019,7648605
DEPARTMENT OF TRANSPORTATION,TRAFFIC ENGINEERING MANAGEMENT,2019,1655050
DEPARTMENT OF TRANSPORTATION,TRAFFIC INTELLIGENCE DIVISION,2019,8099297
DEPARTMENT OF TRANSPORTATION,TRAFFIC MANAGEMENT INFO SVCS,2019,7048673
DEPARTMENT OF TRANSPORTATION,TRAFFIC PLANNING,2019,7262283
DEPARTMENT OF TRANSPORTATION,TRAF SIGNALS + STREET LIGHTING,2019,185879122
DEPARTMENT OF TRANSPORTATION,TRANSIT OPERATIONS EXEC MGMT,2019,3006076
DEPARTMENT OF TRANSPORTATION,VEHICLE MAINTENANCE + REPAIR,2019,32351577
DEPARTMENT OF TRANSPORTATION,VIOLATION TOW PROGRAM,2019,0
DEPARTMENT OF TRANSPORTATION,,2019,-33428901
DEPARTMENT OF VETERANS' SERVICES,,2019,4071102
DEPARTMENT OF YOUTH & COMMUNITY DEV,ADMINISTRATION AND FINANCE,2019,336500982
DEPARTMENT OF YOUTH & COMMUNITY DEV,COMMUNITY DEVELOPMENT AGENCY,2019,74800746
DEPARTMENT OF YOUTH & COMMUNITY DEV,,2019,425426938
DISTRICT ATTORNEY BRONX COUNTY,EXECUTIVE MANAGEMENT,2019,70897388
DISTRICT ATTORNEY BRONX COUNTY,INVESTIGATIONS,2019,3038184
DISTRICT ATTORNEY BRONX COUNTY,,2019,1799223
DISTRICT ATTORNEY KINGS COUNTY,EXECUTIVE & MANAGERIAL,2019,97831364
DISTRICT ATTORNEY KINGS COUNTY,,2019,2815136
DISTRICT ATTORNEY NEW YORK COUNTY,ACCOUNTING SERVICES,2019,868506
DISTRICT ATTORNEY NEW YORK COUNTY,ADMINISTRATIVE SERVICES,2019,41676023
DISTRICT ATTORNEY NEW YORK COUNTY,CAREER CRIMINAL,2019,2489947
DISTRICT ATTORNEY NEW YORK COUNTY,CONVERSION NAME,2019,115529
DISTRICT ATTORNEY NEW YORK COUNTY,EXECUTIVE MANAGEMENT,2019,7258872
DISTRICT ATTORNEY NEW YORK COUNTY,INVESTIGATIVE SERVICES,2019,4592427
DISTRICT ATTORNEY NEW YORK COUNTY,LEGAL SERVICES,2019,45980396
DISTRICT ATTORNEY NEW YORK COUNTY,VICTIM WITNESS PROGRAM,2019,488673
DISTRICT ATTORNEY NEW YORK COUNTY,,2019,21786159
DISTRICT ATTORNEY QUEENS COUNTY,EXECUTIVE MANAGEMENT,2019,64151055
DISTRICT ATTORNEY QUEENS COUNTY,,2019,2025482
DISTRICT ATTORNEY RICHMOND COUNTY,EXECUTIVE MANAGEMENT,2019,14107478
DISTRICT ATTORNEY RICHMOND COUNTY,,2019,1461025
EQUAL EMPLOYMENT PRACTICES COMMISSION,EXECUTIVE,2019,1180206
EQUAL EMPLOYMENT PRACTICES COMMISSION,,2019,-72347
FINANCIAL INFORMATION SERVICE AGENCY,ADMINISTRATIVE SERVICES,2019,1110719
FINANCIAL INFORMATION SERVICE AGENCY,EXECUTIVE MANAGEMENT,2019,41956690
FINANCIAL INFORMATION SERVICE AGENCY,INFORMATION SYSTEMS,2019,240680
FINANCIAL INFORMATION SERVICE AGENCY,INFORMATION TECHNOLOGY,2019,41780069
FINANCIAL INFORMATION SERVICE AGENCY,,2019,21095388
FIRE DEPARTMENT,AFFIRMATIVE EMPLOYMENT,2019,1037929
FIRE DEPARTMENT,BICS,2019,18828722
FIRE DEPARTMENT,BOARD OF TRUSTEES,2019,6056
FIRE DEPARTMENT,BRONX BOROUGH COMMAND,2019,202649043
FIRE DEPARTMENT,BROOKLYN BOROUGH COMMAND,2019,359443362
FIRE DEPARTMENT,BUDGET SERVICES,2019,1339187
FIRE DEPARTMENT,BUILDINGS,2019,12436389
FIRE DEPARTMENT,BUREAU MANAGEMENT,2019,958886
FIRE DEPARTMENT,CHIEF OF DEPT BUR OF OPERATION,2019,11363788
FIRE DEPARTMENT,CONVERSION NAME,2019,756785
FIRE DEPARTMENT,DEPUTY COMMISSIONER OF ADMINIS,2019,287019
FIRE DEPARTMENT,DISPATCHERS,2019,14912406
FIRE DEPARTMENT,DIST ORGANIZATION INSPECTION,2019,8296542
FIRE DEPARTMENT,EMERGENCY MEDICAL SERVICES,2019,278220717
FIRE DEPARTMENT,FIRE COMMUNICATIONS,2019,629342
FIRE DEPARTMENT,FIRE INVESTIGATIONS,2019,20725746
FIRE DEPARTMENT,FIRST DEPUTY COMMISSIONER,2019,307081
FIRE DEPARTMENT,FISCAL SERVICES,2019,85729740
FIRE DEPARTMENT,FLEET MAINTENANCE,2019,23126478
FIRE DEPARTMENT,HAZARDOUS MATERIALS UNIT,2019,7879782
FIRE DEPARTMENT,HEADQUARTER INSPECTION,2019,17843640
FIRE DEPARTMENT,HEALTH SERVICES,2019,4722472
FIRE DEPARTMENT,HUM RES DEV PUBLIC CERTIFICAT,2019,1463835
FIRE DEPARTMENT,INTERGOVERNMENTAL AFFAIRS,2019,1326675
FIRE DEPARTMENT,INVESTIGATIONS AND TRIALS,2019,1091535
FIRE DEPARTMENT,LABOR RELATIONS,2019,285176
FIRE DEPARTMENT,LEGAL,2019,2877680
FIRE DEPARTMENT,MANAGEMENT POLICY AND REVIEW,2019,1065061
FIRE DEPARTMENT,MANAGEMENT SUPPORT STAFF,2019,1708184
FIRE DEPARTMENT,MANHATTAN BOROUGH COMMAND,2019,259834607
FIRE DEPARTMENT,MARINE DIVISION,2019,15027465
FIRE DEPARTMENT,MASK SERVICE UNIT,2019,4849092
FIRE DEPARTMENT,OFFICE OF THE FIRE COMM,2019,4446168
FIRE DEPARTMENT,OPERATION SUPPORT STAFF,2019,3113837
FIRE DEPARTMENT,OUTSIDE PLANT ENGINEERING,2019,0
FIRE DEPARTMENT,PENSIONS DIVISION,2019,285
FIRE DEPARTMENT,PERSONNEL,2019,5040853
FIRE DEPARTMENT,QUEENS BOROUGH COMMAND,2019,278171240
FIRE DEPARTMENT,RESCUE SERVICES,2019,45624652
FIRE DEPARTMENT,SAFETY UNIT,2019,2030138
FIRE DEPARTMENT,STATEN ISLAND BOROUGH COMMAND,2019,103790594
FIRE DEPARTMENT,SUPPORT SERVICES,2019,1578453
FIRE DEPARTMENT,TECHNOLOGY MANAGEMENT,2019,3371422
FIRE DEPARTMENT,TRAINING,2019,10553570
FIRE DEPARTMENT,,2019,338420645
HEALTH AND HOSPITALS CORP,HEALTH & HOSPITALS CORP,2019,855257557
HEALTH AND HOSPITALS CORP,,2019,13759579
HOUSING PRESERVATION AND DEVELOPMENT,ADMINISTRATION,2019,29577519
HOUSING PRESERVATION AND DEVELOPMENT,ALTERNATIVE MGMT PROGRAMS,2019,11952794
HOUSING PRESERVATION AND DEVELOPMENT,COMMISSIONER'S OFFICE,2019,7544323
HOUSING PRESERVATION AND DEVELOPMENT,DEMOLITION & SEALING,2019,16093502
HOUSING PRESERVATION AND DEVELOPMENT,DEP COM-DEVELOPMENT,2019,37334567
HOUSING PRESERVATION AND DEVELOPMENT,DEP COM-HOUSING MGMT & SALES,2019,2723763
HOUSING PRESERVATION AND DEVELOPMENT,DEP COM-HOUSING PRESERVATION,2019,914855
HOUSING PRESERVATION AND DEVELOPMENT,DESIGN & CONSTRUCTION,2019,10905249
HOUSING PRESERVATION AND DEVELOPMENT,DPM-RELOCATION,2019,287394
HOUSING PRESERVATION AND DEVELOPMENT,EVALUATION & COMPLIANCE-CNT OP,2019,2006855
HOUSING PRESERVATION AND DEVELOPMENT,FED AFFAIRS & POLICY DEV,2019,1252791
HOUSING PRESERVATION AND DEVELOPMENT,FISCAL & BUDGET AFFAIRS,2019,8165512
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING AUTHORITY PROJECTS,2019,26935591
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING LITIGATION BUREAU,2019,10620450
HOUSING PRESERVATION AND DEVELOPMENT,"HOUSING,PRODUCTION & FINANCE",2019,471381760
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING SUPERVISION,2019,5831949
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING SUPERVISION-OHP,2019,9127060
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING VACANCY SURVEY IN OHP,2019,4163995
HOUSING PRESERVATION AND DEVELOPMENT,LEGAL AFFAIRS,2019,5605253
HOUSING PRESERVATION AND DEVELOPMENT,MAINTENANCE&FINANCEIAL OPS,2019,255316
HOUSING PRESERVATION AND DEVELOPMENT,NEIGHBORHOOD PRESERVATION,2019,2695000
HOUSING PRESERVATION AND DEVELOPMENT,OHP-CODE ENFORCEMENT,2019,122439964
HOUSING PRESERVATION AND DEVELOPMENT,PLANNING,2019,32227238
HOUSING PRESERVATION AND DEVELOPMENT,PROPERTY MANAGEMENT,2019,32218335
HOUSING PRESERVATION AND DEVELOPMENT,RENT SUBSIDIES,2019,1571965
HOUSING PRESERVATION AND DEVELOPMENT,,2019,422232660
INDEPENDENT BUDGET OFFICE,CONVERSION NAME,2019,4690996
INDEPENDENT BUDGET OFFICE,,2019,862287
LANDMARKS PRESERVATION COMM.,LANDMARKS PRESERVATION COMM,2019,5887305
LANDMARKS PRESERVATION COMM.,,2019,280432
LAW DEPARTMENT,ADMINISTRATIVE LAW,2019,3897195
LAW DEPARTMENT,ADMINISTRATIVE SERVICES DIV,2019,85350948
LAW DEPARTMENT,AFFIRMATIVE LITIGATION,2019,4412037
LAW DEPARTMENT,APPEALS,2019,4681989
LAW DEPARTMENT,COMMERCIAL LITIGATION,2019,4880829
LAW DEPARTMENT,CONTRACTS + REAL ESTATE,2019,1321092
LAW DEPARTMENT,ECONOMIC DEVELOPMENT DIVISION,2019,2104256
LAW DEPARTMENT,ENVIRONMENTAL LAW,2019,327059
LAW DEPARTMENT,EXECUTIVE,2019,16578378
LAW DEPARTMENT,FAMILY COURT,2019,11255004
LAW DEPARTMENT,GENERAL LITIGATION,2019,3975556
LAW DEPARTMENT,LEGAL COUNSEL,2019,3252948
LAW DEPARTMENT,LITIGATION SUPPORT,2019,2434790
LAW DEPARTMENT,MANAGEMENT INFORMATION SVCS,2019,6415568
LAW DEPARTMENT,MUNICIPAL FINANCE,2019,658675
LAW DEPARTMENT,OPERATIONS SUPPORT DIVISION,2019,3839291
LAW DEPARTMENT,TORT,2019,45921404
LAW DEPARTMENT,WORKERS' COMPENSATION,2019,7908821
LAW DEPARTMENT,,2019,19480007
MANHATTAN COMMUNITY BOARD #1,MANHATTAN COMMUNITY BOARD #1,2019,409964
MANHATTAN COMMUNITY BOARD #10,MANHATTAN COMMUNITY BOARD #10,2019,354080
MANHATTAN COMMUNITY BOARD #11,MANHATTAN COMMUNITY BOARD # 11,2019,328436
MANHATTAN COMMUNITY BOARD #12,MANHATTAN COMMUNITY BOARD # 12,2019,402126
MANHATTAN COMMUNITY BOARD #2,MANHATTAN COMMUNITY BOARD #2,2019,361849
MANHATTAN COMMUNITY BOARD #3,MANHATTAN COMMUNITY BOARD #3,2019,377205
MANHATTAN COMMUNITY BOARD #3,,2019,5751
MANHATTAN COMMUNITY BOARD #4,MANHATTAN COMMUNITY BOARD # 4,2019,331180
MANHATTAN COMMUNITY BOARD #5,MANHATTAN COMMUNITY BOARD # 5,2019,319683
MANHATTAN COMMUNITY BOARD #6,MANHATTAN COMMUNITY BOARD #6,2019,463387
MANHATTAN COMMUNITY BOARD #7,MANHATTAN COMMUNITY BOARD # 7,2019,329099
MANHATTAN COMMUNITY BOARD #8,MANHATTAN COMMUNITY BOARD # 8,2019,415304
MANHATTAN COMMUNITY BOARD #9,MANHATTAN COMMUNITY BOARD # 9,2019,371506
MAYORALTY,1ST DEP DIR: OFFICE OF BUDGET REVIEW,2019,14787506
MAYORALTY,COUNSEL TO THE MAYOR,2019,3844339
MAYORALTY,CRIMINAL JUSTICE COORDINATOR,2019,9112837
MAYORALTY,DEP DIR: EXPENSE & CAPITAL TAKSFORCES-A,2019,2187885
MAYORALTY,DEP DIR: EXPENSE & CAPITAL TASKFORCES-L,2019,3595849
MAYORALTY,DEP DIR: EXPENSE & CAPITAL TASKFORCES-R,2019,4558308
MAYORALTY,DIRECTOR OF COMMUNICATION,2019,0
MAYORALTY,D/M FOR FINANCE AND ECO. DEV.,2019,2782792
MAYORALTY,D/M FOR GOVERNMENT RELATIONS,2019,3721547
MAYORALTY,D/M FOR HUMAN SVC,2019,2276797
MAYORALTY,D/M FOR OPERATIONS,2019,4244854
MAYORALTY,D/M FOR PLANNING/COMMUNITY REL,2019,2088673
MAYORALTY,FIRST DEPUTY MAYOR,2019,17769265
MAYORALTY,OFFICE OF LABOR RELATIONS,2019,18893215
MAYORALTY,OMB DIRECTOR & AGENCY SERVICES,2019,16547692
MAYORALTY,,2019,31118969
MISCELLANEOUS,CONTRACTUAL SVCS & OTHER PAYMT,2019,909702217
MISCELLANEOUS,FRINGE BENEFITS,2019,5854877078
MISCELLANEOUS,PAYMENTS TO BUS COMPANIES,2019,430280427
MISCELLANEOUS,PAYMENTS TO HOUSING AUTHORITY,2019,81897506
MISCELLANEOUS,PERSONAL SERVICE,2019,309913787
MISCELLANEOUS,SPECIAL AWARDS,2019,675000
MISCELLANEOUS,SPECIAL RESERVES,2019,842627725
MISCELLANEOUS,,2019,771318241
NEW YORK PUBLIC LIBRARY,NEW YORK CITY PUBLIC LIBRARY,2019,137819875
NEW YORK PUBLIC LIBRARY,NY PUBLIC LIBRARY,2019,1674308
NEW YORK PUBLIC LIBRARY,,2019,620970
NEW YORK RESEARCH LIBRARIES,RESEARCH LIBRARIES,2019,28197334
NEW YORK RESEARCH LIBRARIES,,2019,0
NYC TAXI AND LIMOUSINE COMM,ADJUDICATION AND RESEARCH,2019,3440777
NYC TAXI AND LIMOUSINE COMM,EMISSION AND SAFETY INSPECTION,2019,3363099
NYC TAXI AND LIMOUSINE COMM,ENFORCEMENT,2019,16229074
NYC TAXI AND LIMOUSINE COMM,EXEC MANAGEMENT+ ADMIN SUPPORT,2019,18302237
NYC TAXI AND LIMOUSINE COMM,LICENSING,2019,8458920
NYC TAXI AND LIMOUSINE COMM,,2019,-829928
OFFICE OF ADMINISTRATIVE TAX APPEALS,TAX COMMISSION,2019,5310260
OFFICE OF ADMINISTRATIVE TAX APPEALS,,2019,-202143
OFFICE OF ADMIN TRIALS & HEARINGS,EXECUTIVE AND ADMINISTRATION,2019,8567032
OFFICE OF ADMIN TRIALS & HEARINGS,EXECUTIVE DIVISION,2019,44200
OFFICE OF ADMIN TRIALS & HEARINGS,Trials and Hearings,2019,37410320
OFFICE OF ADMIN TRIALS & HEARINGS,,2019,0
OFFICE OF COLLECTIVE BARGAINING,OFFICE OF THE CHAIRMAN,2019,2461542
OFFICE OF COLLECTIVE BARGAINING,,2019,-5485
OFFICE OF PAYROLL ADMINISTRATION,OFF OF PAYROLL ADMINISTRATION,2019,16897354
OFFICE OF PAYROLL ADMINISTRATION,,2019,-31424
OFFICE OF PROSECUTION SPEC NARCO,DIVISION OF TRIALS BRONX,2019,1026121
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIAL KINGS DECENTRAL,2019,1086787
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS CENTRALIZED,2019,1175470
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS N.Y. DECENTRAL,2019,62135
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS QUEENS,2019,687818
OFFICE OF PROSECUTION SPEC NARCO,OFFICE OF SPECIAL NAR. PROS.,2019,16521300
OFFICE OF PROSECUTION SPEC NARCO,,2019,1813234
OFFICE OF THE ACTUARY,OPERATIONS,2019,7684239
OFFICE OF THE ACTUARY,,2019,-122997
OFFICE OF THE COMPTROLLER,ASSET MANAGEMENT,2019,16489808
OFFICE OF THE COMPTROLLER,BUREAU OF ACCOUNTANCY,2019,5448731
OFFICE OF THE COMPTROLLER,BUREAU OF ADMINISTRATIVE SVCS,2019,6377056
OFFICE OF THE COMPTROLLER,BUREAU OF ASSET MANAGEMENT,2019,8313557
OFFICE OF THE COMPTROLLER,BUREAU OF AUDIT,2019,12081661
OFFICE OF THE COMPTROLLER,BUREAU OF ENGINEERING,2019,3616556
OFFICE OF THE COMPTROLLER,BUREAU OF FISCAL + BUDGET STUD,2019,2267225
OFFICE OF THE COMPTROLLER,BUREAU OF LAW + ADJUSTMENT,2019,10963755
OFFICE OF THE COMPTROLLER,COMMUNITY RELATIONS CITIZENS A,2019,2219645
OFFICE OF THE COMPTROLLER,CONTRACT ADMINISTRATION,2019,1461933
OFFICE OF THE COMPTROLLER,DEPUTY COMPTROLLER FOR FINANCE,2019,744577
OFFICE OF THE COMPTROLLER,EXECUTIVE OFFICE,2019,4419995
OFFICE OF THE COMPTROLLER,GENERAL COUNSEL,2019,1664309
OFFICE OF THE COMPTROLLER,INFORMATION SYSTEMS,2019,11368313
OFFICE OF THE COMPTROLLER,LABOR LAW,2019,2095195
OFFICE OF THE COMPTROLLER,OFFICE OF FISCAL SERVICES,2019,0
OFFICE OF THE COMPTROLLER,OFFICE OF POLICY MANAGEMENT,2019,1011996
OFFICE OF THE COMPTROLLER,REAL PROPERTY,2019,0
OFFICE OF THE COMPTROLLER,,2019,15287367
PENSION CONTRIBUTIONS,CITY ACTUARIAL PENS CONTRIB,2019,9537611759
PENSION CONTRIBUTIONS,CITY NON-ACTUA PENS CONTRIB,2019,350000
PENSION CONTRIBUTIONS,NON-CITY ACTUA PENS CONTRIB,2019,89836705
PENSION CONTRIBUTIONS,,2019,4200000
POLICE DEPARTMENT,1150 ONE HUNDRED FIFTEENTH PCT,2019,17119093
POLICE DEPARTMENT,ADMINISTRATIVE DIVISION - 0CCB,2019,0
POLICE DEPARTMENT,ADMINISTRATIVE SERVICES DIV,2019,252748234
POLICE DEPARTMENT,APPLICANT PROCESSING DIVISION,2019,25585882
POLICE DEPARTMENT,ARSON EXPLOSION DIVISION,2019,503206
POLICE DEPARTMENT,AUDITS & ACCOUNTS DIVISION,2019,17117639
POLICE DEPARTMENT,AUTO CRIME DIVISION,2019,0
POLICE DEPARTMENT,AVIATION UNIT,2019,8480165
POLICE DEPARTMENT,BUILDING MAINTENANCE SECTION,2019,29702951
POLICE DEPARTMENT,CENTRAL INVEST-RESOURCES DIV,2019,14193544
POLICE DEPARTMENT,CENTRAL PARK PRECINCT,2019,10424826
POLICE DEPARTMENT,CENTRAL RECORDS DIVISION,2019,9746795
POLICE DEPARTMENT,CENTRAL ROBBERY DIV,2019,11175854
POLICE DEPARTMENT,CITY OF NY DEPTOFINVESTIGATION,2019,0
POLICE DEPARTMENT,CIVILIAN COMPLAINTREVIEW BOARD,2019,52344636
POLICE DEPARTMENT,COMMUNICATIONS DIVISION,2019,117954348
POLICE DEPARTMENT,COURT DIVISION,2019,44636660
POLICE DEPARTMENT,CRIMINAL JUSTICE BUREAU,2019,8997109
POLICE DEPARTMENT,DEPARTMENT ADVOCATE'S OFFICE,2019,5022708
POLICE DEPARTMENT,DEP COMM MANAGEMENT & BUDGET,2019,155135701
POLICE DEPARTMENT,DEPUTYCOMMISSIONERCOMMUNITYAFF,2019,14157888
POLICE DEPARTMENT,DEPUTY COMMISSIONERLEGALMATTER,2019,18501613
POLICE DEPARTMENT,DEPUTYCOMMISSIONERPUBLIC INFO,2019,6336811
POLICE DEPARTMENT,DEPUTY COMMISSIONER TRIALS,2019,1338100
POLICE DEPARTMENT,DEPUTY COMM OF TRAINING,2019,107056968
POLICE DEPARTMENT,DETECTIVE BOROUGH BRONX,2019,41181237
POLICE DEPARTMENT,DETECTIVE BOROUGH BROOKLYN,2019,0
POLICE DEPARTMENT,DETECTIVE BOROUGH MANHATTAN,2019,0
POLICE DEPARTMENT,DETECTIVE BOROUGH QUEENS,2019,0
POLICE DEPARTMENT,DETECTIVE BUREAU,2019,63247366
POLICE DEPARTMENT,DISTRICTATTORNEYNEWYORKCOUNTY,2019,0
POLICE DEPARTMENT,DISTRICT ATTORNEY SQUAD BRONX,2019,1426752
POLICE DEPARTMENT,DISTRICT ATTORNEY SQUAD KINGS,2019,1221613
POLICE DEPARTMENT,DISTRICT ATTORNEY SQUAD QUEENS,2019,1345929
POLICE DEPARTMENT,EIGHTY EIGHTH PRECINCT,2019,12689005
POLICE DEPARTMENT,EIGHTY FIRST PRECINCT,2019,17868036
POLICE DEPARTMENT,EIGHTY FOURTH PRECINCT,2019,19272097
POLICE DEPARTMENT,EIGHTY THIRD PRECINCT,2019,17203086
POLICE DEPARTMENT,EMERGENCY SERVICES UNIT,2019,39821847
POLICE DEPARTMENT,EMPLOYEE MANAGEMENT DIVISION,2019,11304730
POLICE DEPARTMENT,EMPLOYEE RELATIONS SECTION,2019,3917311
POLICE DEPARTMENT,FIFITETH PRECINCT,2019,13239620
POLICE DEPARTMENT,FIFTH PRECINCT,2019,13006562
POLICE DEPARTMENT,FIFTY SECOND PRECINCT,2019,21954627
POLICE DEPARTMENT,FIRST PRECINCT,2019,16881116
POLICE DEPARTMENT,FORTIETH PRECINCT,2019,21628404
POLICE DEPARTMENT,FORTY EIGHTH PRECINCT,2019,19502477
POLICE DEPARTMENT,FORTY FIFTH PRECINCT,2019,15346253
POLICE DEPARTMENT,FORTY FOURTH PRECINCT,2019,27148604
POLICE DEPARTMENT,FORTY NINTH PRECINCT,2019,16092091
POLICE DEPARTMENT,FORTY SECOND PRECINCT,2019,16903463
POLICE DEPARTMENT,FORTY SEVENTH PRECINCT,2019,23674448
POLICE DEPARTMENT,FORTY SIXTH PRECINCT,2019,25164492
POLICE DEPARTMENT,FORTY THIRD PRECINCT,2019,23470270
POLICE DEPARTMENT,FOURTY FIRST PRECINCT,2019,14699726
POLICE DEPARTMENT,HARBOR UNIT,2019,24961317
POLICE DEPARTMENT,HEALTH SERVICES DIVISION,2019,23523535
POLICE DEPARTMENT,HIGHWAY DISTRICT,2019,29007828
POLICE DEPARTMENT,INSPECTIONS DIVISION,2019,0
POLICE DEPARTMENT,INTELLIGENCE DIVISION,2019,73900630
POLICE DEPARTMENT,INTERNAL AFFAIRS DIVISION,2019,71808311
POLICE DEPARTMENT,LICENSE DIVISION,2019,5698743
POLICE DEPARTMENT,MANAGEMENT INFORMATION SYSTEMS,2019,137371916
POLICE DEPARTMENT,MANHATTAN TRAFFIC AREA,2019,22523851
POLICE DEPARTMENT,MIDTOWN NORTH PRECINCT,2019,26773620
POLICE DEPARTMENT,MIDTOWN SOUTH PRECINCT,2019,27149447
POLICE DEPARTMENT,MOTOR TRANSPORT DIVISION,2019,39670696
POLICE DEPARTMENT,MOUNTED UNIT,2019,8188388
POLICE DEPARTMENT,NARCOTICS DIVISION,2019,77331645
POLICE DEPARTMENT,NINETEENTH PRECINCT,2019,17813970
POLICE DEPARTMENT,NINETIETH PRECINCT,2019,15454282
POLICE DEPARTMENT,NINETY FOUFTH PRECINCT,2019,12942046
POLICE DEPARTMENT,NINTH PRECINCT,2019,14954939
POLICE DEPARTMENT,OFFICE CHIEF OF OPERATIONS,2019,1374642305
POLICE DEPARTMENT,OFFICE DEP COMM CRIM JUSTICE,2019,6878091
POLICE DEPARTMENT,OFFICE FIRST DEPUTY COMMR,2019,105138497
POLICE DEPARTMENT,OFFICE OF EQUAL OPPORTUNITY,2019,2546391
POLICE DEPARTMENT,OFFICE OF LABOR POLICY,2019,844015
POLICE DEPARTMENT,OFFICE OF MGMT AND PLANNING,2019,9352994
POLICE DEPARTMENT,OFFICE OF POLICE COMMISSIONER,2019,228441135
POLICE DEPARTMENT,ONE HUNDRED EIGHTH PRECINCT,2019,12360451
POLICE DEPARTMENT,ONE HUNDRED ELEVENTH PRECINCT,2019,13814942
POLICE DEPARTMENT,ONE HUNDRED FIFTH PRECINCT,2019,24392630
POLICE DEPARTMENT,ONE HUNDRED FOURTEENTHPRECINCT,2019,20016525
POLICE DEPARTMENT,ONE HUNDRED FOURTH PRECINCT,2019,14778266
POLICE DEPARTMENT,ONE HUNDRED NINTH PRECINCT,2019,22402024
POLICE DEPARTMENT,ONE HUNDRED ONE PRECINCT,2019,21365649
POLICE DEPARTMENT,ONE HUNDRED SEVENTH PRECINCT,2019,15298424
POLICE DEPARTMENT,ONE HUNDRED SIXTH PRECINT,2019,16159431
POLICE DEPARTMENT,ONE HUNDRED TENTH PRECINCT,2019,15290588
POLICE DEPARTMENT,ONE HUNDRED THIRD PRECINCT,2019,20898049
POLICE DEPARTMENT,ONE HUNDRED THIRTEENTHPRECINCT,2019,20731563
