agency_name,responsibility_center_name,fiscal_year,total_budget
DEPARTMENT OF PARKS AND RECREATION,CENTRAL RECREATION,2017,13543149
DEPARTMENT OF PARKS AND RECREATION,CHIEF OF CONCESSIONS,2017,1815514
DEPARTMENT OF PARKS AND RECREATION,CITYWIDE SERVICES,2017,3819078
DEPARTMENT OF PARKS AND RECREATION,COMMISSIONER PARKS + RECREAT,2017,941246
DEPARTMENT OF PARKS AND RECREATION,DEP COMMISSIONER OF OPERATIONS,2017,344240
DEPARTMENT OF PARKS AND RECREATION,DEPUTY COMMISSIONER-PLANNING,2017,1620188
DEPARTMENT OF PARKS AND RECREATION,DEPUTY COMM OF MGMT,2017,94705776
DEPARTMENT OF PARKS AND RECREATION,EXECUTIVE MGMT AND ADMIN SVCS,2017,677185
DEPARTMENT OF PARKS AND RECREATION,FIVE BORO,2017,39285996
DEPARTMENT OF PARKS AND RECREATION,MANHATTAN OPERATIONS,2017,86402210
DEPARTMENT OF PARKS AND RECREATION,MANHATTAN RECREATION,2017,15368552
DEPARTMENT OF PARKS AND RECREATION,QUEENS OPERATIONS,2017,84596220
DEPARTMENT OF PARKS AND RECREATION,QUEENS RECREATION,2017,9026242
DEPARTMENT OF PARKS AND RECREATION,STATEN ISLAND OPERATIONS,2017,35387191
DEPARTMENT OF PARKS AND RECREATION,STATEN ISLAND RECREATION,2017,3971208
DEPARTMENT OF PARKS AND RECREATION,URBAN PARK SERVICES,2017,52454725
DEPARTMENT OF PARKS AND RECREATION,,2017,153280277
DEPARTMENT OF PROBATION,ASSIST-DIR-BRONX-FAM+ADULT SER,2017,2761346
DEPARTMENT OF PROBATION,ASSIST-DIR-KINGS-FAM+ADULT SER,2017,30161174
DEPARTMENT OF PROBATION,ASSIST-DIR-MAN-FAM + ADULT SER,2017,77067692
DEPARTMENT OF PROBATION,OFFICE OF THE DIRECTOR,2017,36626559
DEPARTMENT OF PROBATION,SUPPLEMENTARY PROBATION SERV,2017,15813601
DEPARTMENT OF PROBATION,,2017,37505005
DEPARTMENT OF RECORDS & INFORMATION SVS,ADMINISTRATION,2017,11836430
DEPARTMENT OF RECORDS & INFORMATION SVS,GOVERNMENT INFO SERV. RECORDS,2017,469838
DEPARTMENT OF RECORDS & INFORMATION SVS,GOVERNMENT INFO SERV-REFERENCE,2017,299802
DEPARTMENT OF RECORDS & INFORMATION SVS,PLANNING + MANAGEMENT-RECORDS,2017,975602
DEPARTMENT OF RECORDS & INFORMATION SVS,PUBLIC INFO SERV-GENERAL REF,2017,2102387
DEPARTMENT OF RECORDS & INFORMATION SVS,,2017,706560
DEPARTMENT OF SANITATION,ADMINISTRATION,2017,87476493
DEPARTMENT OF SANITATION,AUXILIARY FIELD & FACILITY,2017,3671838
DEPARTMENT OF SANITATION,BKLYN EAST DIST #13,2017,11547268
DEPARTMENT OF SANITATION,BKLYN EAST DIST #14,2017,15718678
DEPARTMENT OF SANITATION,BKLYN EAST DIST #15,2017,19757418
DEPARTMENT OF SANITATION,BKLYN EAST DIST #16,2017,10990250
DEPARTMENT OF SANITATION,BKLYN EAST DIST #17,2017,16263876
DEPARTMENT OF SANITATION,BKLYN EAST DIST #18,2017,21656184
DEPARTMENT OF SANITATION,BKLYN EAST DIST #9,2017,10734166
DEPARTMENT OF SANITATION,BKLYN NORTH BORO OFFICE ADMIN,2017,8398028
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #1,2017,16749104
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #2,2017,11119034
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #3,2017,14821658
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #4,2017,13663886
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #5,2017,15150802
DEPARTMENT OF SANITATION,BKLYN NORTH DIST #8,2017,12772210
DEPARTMENT OF SANITATION,BKLYN WEST BORO OFFICE ADMIN,2017,13905560
DEPARTMENT OF SANITATION,BKLYN WEST DIST # 10,2017,16059018
DEPARTMENT OF SANITATION,BKLYN WEST DIST 11,2017,20086606
DEPARTMENT OF SANITATION,BKLYN WEST DIST 12,2017,19579110
DEPARTMENT OF SANITATION,BKLYN WEST DIST # 6,2017,12506758
DEPARTMENT OF SANITATION,BKLYN WEST DIST # 7,2017,14157776
DEPARTMENT OF SANITATION,BRONX EAST BORO OFFICE ADMIN,2017,14161772
DEPARTMENT OF SANITATION,BRONX EAST DIST # 10,2017,10844650
DEPARTMENT OF SANITATION,BRONX EAST DIST # 11,2017,10952018
DEPARTMENT OF SANITATION,BRONX EAST DIST # 12,2017,13121886
DEPARTMENT OF SANITATION,BRONX EAST DIST # 6,2017,9256592
DEPARTMENT OF SANITATION,BRONX EAST DIST # 9,2017,10062598
DEPARTMENT OF SANITATION,BRONX WEST DIST # 1,2017,6972622
DEPARTMENT OF SANITATION,BRONX WEST DIST # 2,2017,7524212
DEPARTMENT OF SANITATION,BRONX WEST DIST # 3,2017,3975850
DEPARTMENT OF SANITATION,BRONX WEST DIST # 4,2017,8937324
DEPARTMENT OF SANITATION,BRONX WEST DIST # 5,2017,8752986
DEPARTMENT OF SANITATION,BRONX WEST DIST # 7,2017,9319768
DEPARTMENT OF SANITATION,BRONX WEST DIST # 8,2017,8814792
DEPARTMENT OF SANITATION,BRONX WEST MECHANICAL BROOMS,2017,6444708
DEPARTMENT OF SANITATION,BUILDING MANAGEMENT,2017,56138250
DEPARTMENT OF SANITATION,CAPITAL BUDGET,2017,1299262
DEPARTMENT OF SANITATION,CHARTER MANDATED SNOW BUDGET,2017,183264027
DEPARTMENT OF SANITATION,CLEAN + COLLECTION ADMIN,2017,714019888
DEPARTMENT OF SANITATION,CLEANING & COLL EXEC MGMT,2017,387527470
DEPARTMENT OF SANITATION,COMMUNITY SERVICES,2017,4492518
DEPARTMENT OF SANITATION,DEPT ADVOCATE/EMPLOYMENT MATTE,2017,1546168
DEPARTMENT OF SANITATION,ENFORCEMENT,2017,38065368
DEPARTMENT OF SANITATION,EXECUTIVE MANAGEMENT,2017,149745532
DEPARTMENT OF SANITATION,HUMAN RESOURCES ADMINISTRATION,2017,4752500
DEPARTMENT OF SANITATION,LEGAL AFFAIRS,2017,6092304
DEPARTMENT OF SANITATION,LOT CLEANING,2017,31099864
DEPARTMENT OF SANITATION,MAN EAST DIST # 10,2017,10298546
DEPARTMENT OF SANITATION,MAN EAST DIST # 11,2017,8799736
DEPARTMENT OF SANITATION,MAN EAST DIST # 3,2017,13865982
DEPARTMENT OF SANITATION,MAN EAST DIST # 5,2017,8681168
DEPARTMENT OF SANITATION,MAN EAST DIST # 6,2017,12922630
DEPARTMENT OF SANITATION,MAN EAST DIST # 8,2017,19981426
DEPARTMENT OF SANITATION,MAN EAST MECHANICAL BROOMS,2017,5951144
DEPARTMENT OF SANITATION,MAN WEST BORO OFFICE ADMIN,2017,10713842
DEPARTMENT OF SANITATION,MAN WEST DIST # 1,2017,8025788
DEPARTMENT OF SANITATION,MAN WEST DIST # 12,2017,17349088
DEPARTMENT OF SANITATION,MAN WEST DIST # 2,2017,11088608
DEPARTMENT OF SANITATION,MAN WEST DIST # 4,2017,12031272
DEPARTMENT OF SANITATION,MAN WEST DIST # 7,2017,18596424
DEPARTMENT OF SANITATION,MAN WEST DIST # 9,2017,8471484
DEPARTMENT OF SANITATION,MAN WEST MECHANICAL BROOMS,2017,5267562
DEPARTMENT OF SANITATION,MARINE TRANSPORT DIVISION,2017,339390
DEPARTMENT OF SANITATION,MARINE UNLOADING,2017,11704514
DEPARTMENT OF SANITATION,MOTOR EQUIPMENT ADMINISTRATION,2017,187996899
DEPARTMENT OF SANITATION,MTS DIV,2017,18482688
DEPARTMENT OF SANITATION,QUEENS NORTH BORO OFFICE ADMIN,2017,18784538
DEPARTMENT OF SANITATION,QUEENS NORTH DIST # 11,2017,18990662
DEPARTMENT OF SANITATION,QUEENS NORTH DIST # 7,2017,24622718
DEPARTMENT OF SANITATION,QUEENS NORTH DIST # 8,2017,18479492
DEPARTMENT OF SANITATION,QUEENS SOUTH BORO OFFICE ADMIN,2017,2301424
DEPARTMENT OF SANITATION,QUEENS SOUTH DIST #10,2017,16409504
DEPARTMENT OF SANITATION,QUEENS SOUTH DIST #12,2017,24846850
DEPARTMENT OF SANITATION,QUEENS SOUTH DIST #13,2017,25634346
DEPARTMENT OF SANITATION,QUEENS SOUTH DISTRICT #14,2017,13781736
DEPARTMENT OF SANITATION,QUEENS WEST BORO OFFICE ADMIN,2017,12222710
DEPARTMENT OF SANITATION,QUEENS WEST DIST #1,2017,19195196
DEPARTMENT OF SANITATION,QUEENS WEST DIST #2,2017,11953586
DEPARTMENT OF SANITATION,QUEENS WEST DIST #3,2017,13482132
DEPARTMENT OF SANITATION,QUEENS WEST DIST #4,2017,12457134
DEPARTMENT OF SANITATION,QUEENS WEST DIST #5,2017,19633456
DEPARTMENT OF SANITATION,QUEENS WEST DIST #6,2017,11441626
DEPARTMENT OF SANITATION,QUEENS WEST DIST #9,2017,16259232
DEPARTMENT OF SANITATION,SOLID WASTE MGMT AND PLANNING,2017,9972860
DEPARTMENT OF SANITATION,SOLID WASTE MGNT & LANDFILL PLANNING,2017,95085178
DEPARTMENT OF SANITATION,STATEN ISLAD BORO OFFICE ADMIN,2017,6232956
DEPARTMENT OF SANITATION,STATEN ISLAND DIST # 1,2017,27302516
DEPARTMENT OF SANITATION,STATEN ISLAND DIST #2,2017,24456848
DEPARTMENT OF SANITATION,STATEN ISLAND DIST #3,2017,27594058
DEPARTMENT OF SANITATION,SUPPORT OPERATIONS ENGR,2017,16792656
DEPARTMENT OF SANITATION,WASTE DISPOSAL ADMINISTRATION,2017,16137644
DEPARTMENT OF SANITATION,"WASTE PREVENTION, REUSE & RECYCLING",2017,44720677
DEPARTMENT OF SANITATION,,2017,47843559
DEPARTMENT OF SMALL BUSINESS SERVICES,ADMINISTRATIVE SERVICES,2017,21517664
DEPARTMENT OF SMALL BUSINESS SERVICES,DEPT OF BUSINESS SERVICES,2017,161715404
DEPARTMENT OF SMALL BUSINESS SERVICES,ECONOMIC DEVELOPEMENT CORP,2017,218867132
DEPARTMENT OF SMALL BUSINESS SERVICES,FINANCIAL AND ECONOMIC OPP,2017,5414459
DEPARTMENT OF SMALL BUSINESS SERVICES,NEIGHBORHOOD ECONOMIC DEVELOPMENT,2017,11104502
DEPARTMENT OF SMALL BUSINESS SERVICES,WORKFORCE INVESTMENT ACT,2017,91299860
DEPARTMENT OF SMALL BUSINESS SERVICES,,2017,167845902
DEPARTMENT OF SOCIAL SERVICES,ADMIN/COMMR FIRST DEPUTY,2017,4934660
DEPARTMENT OF SOCIAL SERVICES,AUDIT SERVICES,2017,4572402
DEPARTMENT OF SOCIAL SERVICES,Benefits Reengineering,2017,0
DEPARTMENT OF SOCIAL SERVICES,BUDGET ADMINISTRATION,2017,396978650
DEPARTMENT OF SOCIAL SERVICES,CEO - Evaluation,2017,1554064
DEPARTMENT OF SOCIAL SERVICES,Citywide Health Insurance Access,2017,2465938
DEPARTMENT OF SOCIAL SERVICES,COMMUNITY CARE SENIOR SERV FLD,2017,98119947
DEPARTMENT OF SOCIAL SERVICES,"Crisis, Disaster + Survivors",2017,271010932
DEPARTMENT OF SOCIAL SERVICES,CUSTOMIZED ASSISTANCE SERVICE,2017,31365664
DEPARTMENT OF SOCIAL SERVICES,DIVISION OF AIDS SERVICES,2017,343158027
DEPARTMENT OF SOCIAL SERVICES,Fair Hearing,2017,35307908
DEPARTMENT OF SOCIAL SERVICES,FIA Employment and Contract Services,2017,582224875
DEPARTMENT OF SOCIAL SERVICES,FIA Executive Administration,2017,3923132
DEPARTMENT OF SOCIAL SERVICES,FIA Homeless Diversion,2017,100232843
DEPARTMENT OF SOCIAL SERVICES,FOOD STAMPS,2017,171490054
DEPARTMENT OF SOCIAL SERVICES,GENERAL COUNSEL/LEGAL AFFAIRS,2017,25604926
DEPARTMENT OF SOCIAL SERVICES,GENERAL SUPPORT SERVICES,2017,236350900
DEPARTMENT OF SOCIAL SERVICES,HASA HIV/AIDS SERVICES ADMINISTRATION,2017,121293412
DEPARTMENT OF SOCIAL SERVICES,HHS Connect,2017,11137258
DEPARTMENT OF SOCIAL SERVICES,Housing & Homeless Services/Initiatives,2017,103326425
DEPARTMENT OF SOCIAL SERVICES,*INACT ADULT SVCS ADULT INSTNS,2017,10292664
DEPARTMENT OF SOCIAL SERVICES,INCOME SUPPORT FIELD OPERATION,2017,254130506
DEPARTMENT OF SOCIAL SERVICES,INCOME SUPPORT PROGRAM,2017,3261195939
DEPARTMENT OF SOCIAL SERVICES,INVESTIGATION DIVISION,2017,157064526
DEPARTMENT OF SOCIAL SERVICES,IS PROGRAM DEVELOPMENT,2017,15385350
DEPARTMENT OF SOCIAL SERVICES,Legal Assistance Initiatives,2017,4967130
DEPARTMENT OF SOCIAL SERVICES,MANAGEMENT INFORMATION SYSTEMS,2017,102709460
DEPARTMENT OF SOCIAL SERVICES,MAP-MEDICAL ASSISTANCE PROGRAM,2017,11989813834
DEPARTMENT OF SOCIAL SERVICES,MICSA-Home Care Services,2017,65224316
DEPARTMENT OF SOCIAL SERVICES,MICSA-Medicaid Eligibility,2017,126470694
DEPARTMENT OF SOCIAL SERVICES,MICSA-Medical Assistance Program,2017,11931126
DEPARTMENT OF SOCIAL SERVICES,MICSA-Program Support,2017,18338980
DEPARTMENT OF SOCIAL SERVICES,MUNICIPAL IDENTIFICATION CARD,2017,48431078
DEPARTMENT OF SOCIAL SERVICES,NEW INITIATIVES,2017,1489760
DEPARTMENT OF SOCIAL SERVICES,Office of Child Support Enforcement,2017,79780574
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF COMMUNICATIONS AND MARKETING,2017,10503466
DEPARTMENT OF SOCIAL SERVICES,Office of Community Engagement & Access,2017,21204232
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF CONTRACTS,2017,12473092
DEPARTMENT OF SOCIAL SERVICES,Office of Evaluation and Research,2017,1544696
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF FINANCE,2017,2137276
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF FINANICAL MANAGEMENT,2017,14094762
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF FISCAL OPERATIONS,2017,19757218
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF INTERGVTL AFFAIRS,2017,11519154
DEPARTMENT OF SOCIAL SERVICES,Office of Police Operations,2017,5204856
DEPARTMENT OF SOCIAL SERVICES,Office of Revenue and Admin (ORA),2017,22335672
DEPARTMENT OF SOCIAL SERVICES,Office of the Advocacy,2017,327032
DEPARTMENT OF SOCIAL SERVICES,PERSONNEL ADMINISTRATION,2017,1870100
DEPARTMENT OF SOCIAL SERVICES,PERSONNEL SERVICES,2017,25750598
DEPARTMENT OF SOCIAL SERVICES,Public Engagement,2017,676496
DEPARTMENT OF SOCIAL SERVICES,PUBLIC/PRIVATE PARTNERSHIPS,2017,847548
DEPARTMENT OF SOCIAL SERVICES,PURCHASING MATERIALS MANAGEMNT,2017,162210
DEPARTMENT OF SOCIAL SERVICES,Quality Assurance & Fiscal Integrity,2017,13278296
DEPARTMENT OF SOCIAL SERVICES,SAVE,2017,2504000
DEPARTMENT OF SOCIAL SERVICES,VETERANS OUTREACH PROGRAM,2017,670000
DEPARTMENT OF SOCIAL SERVICES,,2017,203236663
DEPARTMENT OF TRANSPORTATION,ACCOUNTING MANAGEMENT,2017,27226283
DEPARTMENT OF TRANSPORTATION,ARTERIAL HIGHWAYS MAINTENANCE,2017,49194347
DEPARTMENT OF TRANSPORTATION,BOROUGH ENGINEERING,2017,46939366
DEPARTMENT OF TRANSPORTATION,BRIDGE EXECUTIVE MGMT + ADMIN,2017,31547477
DEPARTMENT OF TRANSPORTATION,BRIDGE INSPECTIONS + RESEARCH,2017,13596684
DEPARTMENT OF TRANSPORTATION,BRIDGE MAINTENANCE ENGINEERING,2017,71449635
DEPARTMENT OF TRANSPORTATION,BRIDGE REPAIRS/FLAGS,2017,59122808
DEPARTMENT OF TRANSPORTATION,BRIDGE + TUNNEL OPERATIONS,2017,10771390
DEPARTMENT OF TRANSPORTATION,BRONX MAINTENANCE ENGINEER,2017,26333772
DEPARTMENT OF TRANSPORTATION,BROOKLYN MAINTENANCE ENGINEER,2017,39908589
DEPARTMENT OF TRANSPORTATION,CAPITAL PLANNING,2017,6864560
DEPARTMENT OF TRANSPORTATION,CONSTRUCTION COORDINATION,2017,208038
DEPARTMENT OF TRANSPORTATION,CONVERSION NAME,2017,37000
DEPARTMENT OF TRANSPORTATION,DEPUTY COMMISSIONER ADMIN,2017,22181086
DEPARTMENT OF TRANSPORTATION,EAST RIVER/MOVABLE BRIDGE ENGINEERING,2017,11710612
DEPARTMENT OF TRANSPORTATION,EEO + LABOR RELATIONS,2017,2863784
DEPARTMENT OF TRANSPORTATION,ENGINEERING PRE-AUDITS,2017,4467944
DEPARTMENT OF TRANSPORTATION,ENGINEERING SERVICES-TRANSIT,2017,3910842
DEPARTMENT OF TRANSPORTATION,"EXECUTIVE MANAGEMENT, HIGHWAYS",2017,166563824
DEPARTMENT OF TRANSPORTATION,"EXECUTIVE MANAGEMENT, TRAFFIC",2017,86897302
DEPARTMENT OF TRANSPORTATION,FERRY MAINTENANCE + REPAIR,2017,66589555
DEPARTMENT OF TRANSPORTATION,FINANCIAL MANAGEMENT,2017,10580054
DEPARTMENT OF TRANSPORTATION,HIGHWAY DESIGN,2017,74330663
DEPARTMENT OF TRANSPORTATION,HWY INSP + QUALITY ASSURANCE,2017,23718704
DEPARTMENT OF TRANSPORTATION,LEGAL AFFAIRS,2017,14288238
DEPARTMENT OF TRANSPORTATION,MAINT ENGRG + OPERATIONS MGMT,2017,72830221
DEPARTMENT OF TRANSPORTATION,MANHATTAN MAINTENANCE,2017,17975772
DEPARTMENT OF TRANSPORTATION,MUNICIPAL FERRY SERVICE,2017,135309440
DEPARTMENT OF TRANSPORTATION,OFFICE OF THE COMMISSIONER,2017,30627116
DEPARTMENT OF TRANSPORTATION,OPER SUPPT/FACILITIES/COMMUNIC,2017,78148572
DEPARTMENT OF TRANSPORTATION,PARKING,2017,105082737
DEPARTMENT OF TRANSPORTATION,PERSONNEL + PAYROLL,2017,9557897
DEPARTMENT OF TRANSPORTATION,PLANNING AND RESEARCH,2017,31678122
DEPARTMENT OF TRANSPORTATION,QUEENS MAINTENANCE ENGINEER,2017,58728074
DEPARTMENT OF TRANSPORTATION,RICHMOND MAINTENANCE ENGINEER,2017,15494301
DEPARTMENT OF TRANSPORTATION,ROADWAY BRIDGE ENGINEERING,2017,13296624
DEPARTMENT OF TRANSPORTATION,ROADWAY DESIGN,2017,6252420
DEPARTMENT OF TRANSPORTATION,ROADWAY ENGINEERING CONSTR,2017,9516770
DEPARTMENT OF TRANSPORTATION,SAFETY ENGINEERING,2017,8488170
DEPARTMENT OF TRANSPORTATION,SURFACE TRANSIT OPERATIONS,2017,8935004
DEPARTMENT OF TRANSPORTATION,TRAFFIC ENGINEERING MANAGEMENT,2017,3250770
DEPARTMENT OF TRANSPORTATION,TRAFFIC ENGINEERING & SAFETY,2017,1340000
DEPARTMENT OF TRANSPORTATION,TRAFFIC INTELLIGENCE DIVISION,2017,5655408
DEPARTMENT OF TRANSPORTATION,TRAFFIC MANAGEMENT INFO SVCS,2017,11184553
DEPARTMENT OF TRANSPORTATION,TRAFFIC PLANNING,2017,23397466
DEPARTMENT OF TRANSPORTATION,TRAF SIGNALS + STREET LIGHTING,2017,376636060
DEPARTMENT OF TRANSPORTATION,TRANSIT OPERATIONS EXEC MGMT,2017,6248768
DEPARTMENT OF TRANSPORTATION,VEHICLE MAINTENANCE + REPAIR,2017,54076868
DEPARTMENT OF TRANSPORTATION,VIOLATION TOW PROGRAM,2017,60000
DEPARTMENT OF TRANSPORTATION,,2017,-15510141
DEPARTMENT OF VETERANS' SERVICES,,2017,0
DEPARTMENT OF YOUTH & COMMUNITY DEV,ADMINISTRATION AND FINANCE,2017,561892379
DEPARTMENT OF YOUTH & COMMUNITY DEV,COMMUNITY DEVELOPMENT AGENCY,2017,113773674
DEPARTMENT OF YOUTH & COMMUNITY DEV,,2017,695041807
DISTRICT ATTORNEY BRONX COUNTY,EXECUTIVE MANAGEMENT,2017,111351062
DISTRICT ATTORNEY BRONX COUNTY,INVESTIGATIONS,2017,8518182
DISTRICT ATTORNEY BRONX COUNTY,,2017,3372804
DISTRICT ATTORNEY KINGS COUNTY,EXECUTIVE & MANAGERIAL,2017,192619453
DISTRICT ATTORNEY KINGS COUNTY,,2017,3050220
DISTRICT ATTORNEY NEW YORK COUNTY,ACCOUNTING SERVICES,2017,2537012
DISTRICT ATTORNEY NEW YORK COUNTY,ADMINISTRATIVE SERVICES,2017,80027408
DISTRICT ATTORNEY NEW YORK COUNTY,CAREER CRIMINAL,2017,5528336
DISTRICT ATTORNEY NEW YORK COUNTY,CONVERSION NAME,2017,118686
DISTRICT ATTORNEY NEW YORK COUNTY,EXECUTIVE MANAGEMENT,2017,15448634
DISTRICT ATTORNEY NEW YORK COUNTY,INVESTIGATIVE SERVICES,2017,8349628
DISTRICT ATTORNEY NEW YORK COUNTY,LEGAL SERVICES,2017,86096968
DISTRICT ATTORNEY NEW YORK COUNTY,VICTIM WITNESS PROGRAM,2017,402969
DISTRICT ATTORNEY NEW YORK COUNTY,,2017,41520482
DISTRICT ATTORNEY QUEENS COUNTY,EXECUTIVE MANAGEMENT,2017,115172963
DISTRICT ATTORNEY QUEENS COUNTY,,2017,3863322
DISTRICT ATTORNEY RICHMOND COUNTY,EXECUTIVE MANAGEMENT,2017,19389058
DISTRICT ATTORNEY RICHMOND COUNTY,,2017,2049026
EQUAL EMPLOYMENT PRACTICES COMMISSION,EXECUTIVE,2017,1965216
EQUAL EMPLOYMENT PRACTICES COMMISSION,,2017,75146
FINANCIAL INFORMATION SERVICE AGENCY,ADMINISTRATIVE SERVICES,2017,2412438
FINANCIAL INFORMATION SERVICE AGENCY,EXECUTIVE MANAGEMENT,2017,87190041
FINANCIAL INFORMATION SERVICE AGENCY,INFORMATION SYSTEMS,2017,16625768
FINANCIAL INFORMATION SERVICE AGENCY,INFORMATION TECHNOLOGY,2017,40470616
FINANCIAL INFORMATION SERVICE AGENCY,,2017,46322092
FIRE DEPARTMENT,AFFIRMATIVE EMPLOYMENT,2017,1734744
FIRE DEPARTMENT,BICS,2017,29572573
FIRE DEPARTMENT,BOARD OF TRUSTEES,2017,1033836
FIRE DEPARTMENT,BRONX BOROUGH COMMAND,2017,382263906
FIRE DEPARTMENT,BROOKLYN BOROUGH COMMAND,2017,679121460
FIRE DEPARTMENT,BUDGET SERVICES,2017,2455492
FIRE DEPARTMENT,BUILDINGS,2017,22773785
FIRE DEPARTMENT,BUREAU MANAGEMENT,2017,1891736
FIRE DEPARTMENT,CHIEF OF DEPT BUR OF OPERATION,2017,37428542
FIRE DEPARTMENT,CONVERSION NAME,2017,1351722
FIRE DEPARTMENT,DEPUTY COMMISSIONER OF ADMINIS,2017,548398
FIRE DEPARTMENT,DISPATCHERS,2017,24630850
FIRE DEPARTMENT,DIST ORGANIZATION INSPECTION,2017,15859806
FIRE DEPARTMENT,EMERGENCY MEDICAL SERVICES,2017,491694392
FIRE DEPARTMENT,FIRE COMMUNICATIONS,2017,1092302
FIRE DEPARTMENT,FIRE INVESTIGATIONS,2017,32877942
FIRE DEPARTMENT,FIRST DEPUTY COMMISSIONER,2017,245132
FIRE DEPARTMENT,FISCAL SERVICES,2017,150486406
FIRE DEPARTMENT,FLEET MAINTENANCE,2017,48219334
FIRE DEPARTMENT,HAZARDOUS MATERIALS UNIT,2017,14199664
FIRE DEPARTMENT,HEADQUARTER INSPECTION,2017,33996312
FIRE DEPARTMENT,HEALTH SERVICES,2017,9559776
FIRE DEPARTMENT,HUM RES DEV PUBLIC CERTIFICAT,2017,2687152
FIRE DEPARTMENT,INTERGOVERNMENTAL AFFAIRS,2017,1650218
FIRE DEPARTMENT,INVESTIGATIONS AND TRIALS,2017,1921028
FIRE DEPARTMENT,LABOR RELATIONS,2017,768862
FIRE DEPARTMENT,LEGAL,2017,4696888
FIRE DEPARTMENT,MANAGEMENT POLICY AND REVIEW,2017,2131792
FIRE DEPARTMENT,MANAGEMENT SUPPORT STAFF,2017,2896134
FIRE DEPARTMENT,MANHATTAN BOROUGH COMMAND,2017,491424808
FIRE DEPARTMENT,MARINE DIVISION,2017,27546292
FIRE DEPARTMENT,MASK SERVICE UNIT,2017,8980768
FIRE DEPARTMENT,OFFICE OF THE FIRE COMM,2017,7807734
FIRE DEPARTMENT,OPERATION SUPPORT STAFF,2017,6492972
FIRE DEPARTMENT,OUTSIDE PLANT ENGINEERING,2017,17422
FIRE DEPARTMENT,OUTSIDE PLANT MAINTENANCE,2017,0
FIRE DEPARTMENT,PENSIONS DIVISION,2017,3732554
FIRE DEPARTMENT,PERSONNEL,2017,8812498
FIRE DEPARTMENT,QUEENS BOROUGH COMMAND,2017,526960412
FIRE DEPARTMENT,RESCUE SERVICES,2017,82670264
FIRE DEPARTMENT,SAFETY UNIT,2017,3590324
FIRE DEPARTMENT,STATEN ISLAND BOROUGH COMMAND,2017,194810212
FIRE DEPARTMENT,SUPPORT SERVICES,2017,3338880
FIRE DEPARTMENT,TECHNOLOGY MANAGEMENT,2017,5688358
FIRE DEPARTMENT,TELECOMMUNICATIONS SYS ENG,2017,1980
FIRE DEPARTMENT,TRAINING,2017,20005314
FIRE DEPARTMENT,,2017,695285074
HEALTH AND HOSPITALS CORP,HEALTH & HOSPITALS CORP,2017,2002246681
HEALTH AND HOSPITALS CORP,,2017,24419364
HOUSING PRESERVATION AND DEVELOPMENT,ADMINISTRATION,2017,51184522
HOUSING PRESERVATION AND DEVELOPMENT,ALTERNATIVE MGMT PROGRAMS,2017,22419112
HOUSING PRESERVATION AND DEVELOPMENT,COMMISSIONER'S OFFICE,2017,17131230
HOUSING PRESERVATION AND DEVELOPMENT,DEMOLITION & SEALING,2017,32950034
HOUSING PRESERVATION AND DEVELOPMENT,DEP COM-DEVELOPMENT,2017,22385442
HOUSING PRESERVATION AND DEVELOPMENT,DEP COM-HOUSING MGMT & SALES,2017,5223318
HOUSING PRESERVATION AND DEVELOPMENT,DEP COM-HOUSING PRESERVATION,2017,1780056
HOUSING PRESERVATION AND DEVELOPMENT,DESIGN & CONSTRUCTION,2017,19959382
HOUSING PRESERVATION AND DEVELOPMENT,DPM-RELOCATION,2017,416788
HOUSING PRESERVATION AND DEVELOPMENT,EVALUATION & COMPLIANCE-CNT OP,2017,4015876
HOUSING PRESERVATION AND DEVELOPMENT,FED AFFAIRS & POLICY DEV,2017,2050204
HOUSING PRESERVATION AND DEVELOPMENT,FISCAL & BUDGET AFFAIRS,2017,14524696
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING AUTHORITY PROJECTS,2017,88505271
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING LITIGATION BUREAU,2017,20168232
HOUSING PRESERVATION AND DEVELOPMENT,"HOUSING,PRODUCTION & FINANCE",2017,879002946
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING SUPERVISION,2017,7039408
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING SUPERVISION-OHP,2017,16771154
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING VACANCY SURVEY IN OHP,2017,8588578
HOUSING PRESERVATION AND DEVELOPMENT,LEGAL AFFAIRS,2017,9391580
HOUSING PRESERVATION AND DEVELOPMENT,MAINTENANCE&FINANCEIAL OPS,2017,425372
HOUSING PRESERVATION AND DEVELOPMENT,NEIGHBORHOOD PRESERVATION,2017,8000000
HOUSING PRESERVATION AND DEVELOPMENT,OHP-CODE ENFORCEMENT,2017,208653620
